   8.50253459E-03   1.00000000       1.00000000                  NaN
   1.70050692E-02   1.00000000      0.500000000       1.00000000    
   2.55076028E-02   7.25000203E-02   1.00000000      0.642808855    
   3.40101384E-02   6.20624982E-02  0.719213188      0.462712407    
   4.25126739E-02   5.33287413E-02  0.551801383      0.353559345    
   5.10152057E-02   4.60043103E-02  0.440644950      0.279943466    
   5.95177412E-02   3.98472883E-02  0.361360818      0.226693213    
   6.80202767E-02   3.46588455E-02  0.301829904      0.186235145    
   7.65228122E-02   3.02751549E-02  0.255375773      0.154378235    
   8.50253478E-02   2.65613198E-02  0.218037039      0.128624454    
   9.35278833E-02   2.34060921E-02  0.187329009      0.107399359    
  0.102030411       2.07174104E-02  0.161623254       8.96660909E-02
  0.110532947       1.84193254E-02  0.139814168       7.47160316E-02
  0.119035482       1.64414234E-02  0.121127762       6.96779266E-02
  0.127538025       1.49676101E-02  0.105939701       6.73921481E-02
  0.136040553       1.44224809E-02  0.105845317       6.42239824E-02
  0.144543082       1.38369128E-02  0.104711823       6.02926090E-02
  0.153045624       1.32371141E-02  0.102564745       5.57450093E-02
  0.161548153       1.26362797E-02   9.94660705E-02   5.07510714E-02
  0.170050696       1.20881200E-02   9.55153108E-02   4.54948619E-02
  0.178553224       1.17393527E-02   9.08460990E-02   4.54202816E-02
  0.187055767       1.19186128E-02   8.56188089E-02   4.49000187E-02
  0.195558295       1.24006281E-02   8.00099671E-02   4.52078022E-02
  0.204060823       1.39146438E-02   8.32339823E-02   4.52379100E-02
  0.212563366       1.55108711E-02   8.52928460E-02   4.38954495E-02
  0.221065894       1.71064027E-02   8.61079320E-02   4.78311889E-02
  0.229568437       1.86221357E-02   8.55411962E-02   5.16314507E-02
  0.238070965       1.98721178E-02   8.35281685E-02   5.42420633E-02
  0.246573508       2.07737368E-02   8.00949931E-02   5.53681292E-02
  0.255076051       2.13888008E-02   8.17279592E-02   5.48066124E-02
  0.263578564       2.17152964E-02   8.55181664E-02   5.24844602E-02
  0.272081107       2.17702035E-02   8.76333490E-02   5.33947386E-02
  0.280583650       2.32799109E-02   8.78636688E-02   5.62501177E-02
  0.289086163       2.45500728E-02   8.64265412E-02   5.80106415E-02
  0.297588706       2.46476009E-02   8.28682408E-02   6.14304207E-02
  0.306091249       2.36552805E-02   8.73410553E-02   6.26513883E-02
  0.314593792       2.49258261E-02   9.55372527E-02   6.11651205E-02
  0.323096305       2.58269124E-02  0.110217080       6.72120228E-02
  0.331598848       2.82988418E-02  0.107970014       7.34595284E-02
  0.340101391       3.08786798E-02  0.103197731       7.75295123E-02
  0.348603904       3.23415436E-02  0.116631828       7.84500316E-02
  0.357106447       3.20817828E-02  0.120805360       7.54486322E-02
  0.365608990       3.44336703E-02  0.122185342       7.98340663E-02
  0.374111533       3.85703966E-02  0.119807951       8.68681744E-02
  0.382614046       4.14682366E-02  0.115022570       9.49601457E-02
  0.391116589       4.22516018E-02  0.115657941      0.102835685    
  0.399619132       3.87992486E-02  0.124500744      0.104121022    
  0.408121645       4.24548872E-02  0.126661271      0.108903319    
  0.416624188       4.63500358E-02  0.123449005      0.124774858    
  0.425126731       5.18172234E-02  0.118399464      0.133340761    
  0.433629274       5.35363741E-02  0.130756676      0.130210325    
  0.442131788       5.29686548E-02  0.161972985      0.133849442    
  0.450634331       6.26950189E-02  0.151151359      0.136648297    
  0.459136873       6.81850985E-02  0.152084112      0.141496137    
  0.467639416       6.39824942E-02  0.151098028      0.148432538    
  0.476141930       7.05979913E-02  0.157343432      0.134815812    
  0.484644473       7.71142095E-02  0.148211405      0.151081532    
  0.493147016       8.29272643E-02  0.164845049      0.147213534    
  0.501649559       7.75942355E-02  0.164515629      0.140007645    
  0.510152102       9.74245295E-02  0.157775089      0.152664915    
  0.518654585      0.101671509      0.165872127      0.150427908    
  0.527157128      0.105638891      0.172206536      0.148853272    
  0.535659671      0.118385606      0.164320156      0.167650908    
  0.544162214      0.108619846      0.193202600      0.164375260    
